gene	cat	obs
STEAP2	1.6000e+01	2
STEAP2	1.7000e+01	1
STEAP3	0.0000e+00	170
STEAP3	1.0000e+00	84
STEAP3	2.0000e+00	59
STEAP3	3.0000e+00	27
STEAP3	4.0000e+00	26
STEAP3	5.0000e+00	13
STEAP3	6.0000e+00	7
STEAP3	7.0000e+00	1
STEAP3	8.0000e+00	6
STEAP3	1.0000e+01	1
STEAP3	1.1000e+01	1
STEAP3	1.2000e+01	1
STEAP4	0.0000e+00	142
STEAP4	1.0000e+00	52
STEAP4	2.0000e+00	24
STEAP4	3.0000e+00	10
STEAP4	4.0000e+00	7
STEAP4	5.0000e+00	4
STEAP4	6.0000e+00	1
STEAP4	7.0000e+00	2
STEAP4	8.0000e+00	1
STEAP4	9.0000e+00	1
STEAP4	1.0000e+01	1
STEAP4	1.5000e+01	1
STEAP4	1.7000e+01	1
STH	0.0000e+00	45
STH	1.0000e+00	17
STH	2.0000e+00	4
STH	3.0000e+00	4
STH	4.0000e+00	4
STH	5.0000e+00	1
STH	6.0000e+00	3
STH	1.5000e+01	1
STIL	0.0000e+00	363
STIL	1.0000e+00	138
STIL	2.0000e+00	52
STIL	3.0000e+00	31
STIL	4.0000e+00	12
STIL	5.0000e+00	20
STIL	6.0000e+00	3
STIL	7.0000e+00	4
STIL	8.0000e+00	3
STIL	9.0000e+00	3
STIL	1.5000e+01	1
STIL	1.6000e+01	1
STIM1	0.0000e+00	152
STIM1	1.0000e+00	93
STIM1	2.0000e+00	36
STIM1	3.0000e+00	25
STIM1	4.0000e+00	6
STIM1	5.0000e+00	3
STIM1	6.0000e+00	1
STIM1	7.0000e+00	4
STIM1	8.0000e+00	1
STIM1	1.0000e+01	1
STIM2	0.0000e+00	229
STIM2	1.0000e+00	85
STIM2	2.0000e+00	29
STIM2	3.0000e+00	32
STIM2	4.0000e+00	5
STIM2	5.0000e+00	6
STIM2	6.0000e+00	1
STIM2	8.0000e+00	1
STIM2	1.2000e+01	1
STIM2	1.3000e+01	1
STIP1	0.0000e+00	180
STIP1	1.0000e+00	53
STIP1	2.0000e+00	32
STIP1	3.0000e+00	8
STIP1	4.0000e+00	3
STIP1	5.0000e+00	2
STIP1	6.0000e+00	3
STK10	0.0000e+00	296
STK10	1.0000e+00	128
STK10	2.0000e+00	78
STK10	3.0000e+00	41
STK10	4.0000e+00	25
STK10	5.0000e+00	9
STK10	6.0000e+00	9
STK10	7.0000e+00	6
STK10	8.0000e+00	3
STK10	9.0000e+00	1
STK10	1.1000e+01	2
STK11	0.0000e+00	120
STK11	1.0000e+00	57
STK11	2.0000e+00	35
STK11	3.0000e+00	14
STK11	4.0000e+00	8
STK11	5.0000e+00	1
STK11	6.0000e+00	2
STK11	1.0000e+01	1
STK11IP	0.0000e+00	364
STK11IP	1.0000e+00	166
STK11IP	2.0000e+00	73
STK11IP	3.0000e+00	60
STK11IP	4.0000e+00	24
STK11IP	5.0000e+00	12
STK11IP	6.0000e+00	8
STK11IP	7.0000e+00	4
STK11IP	8.0000e+00	1
STK11IP	9.0000e+00	4
STK11IP	1.1000e+01	1
STK11IP	1.6000e+01	1
STK11IP	1.7000e+01	1
STK16	0.0000e+00	104
STK16	1.0000e+00	34
STK16	2.0000e+00	25
STK16	3.0000e+00	12
STK16	4.0000e+00	10
STK16	5.0000e+00	3
STK16	6.0000e+00	3
STK16	8.0000e+00	1
STK16	1.1000e+01	1
STK17A	0.0000e+00	119
STK17A	1.0000e+00	50
STK17A	2.0000e+00	24
STK17A	3.0000e+00	7
STK17A	4.0000e+00	6
STK17A	5.0000e+00	1
STK17A	6.0000e+00	3
STK17A	7.0000e+00	1
STK17A	8.0000e+00	2
STK17A	9.0000e+00	2
STK17A	1.7000e+01	1
STK17B	0.0000e+00	81
STK17B	1.0000e+00	36
STK17B	2.0000e+00	6
STK17B	3.0000e+00	5
STK17B	4.0000e+00	1
STK17B	5.0000e+00	2
STK17B	6.0000e+00	1
STK17B	9.0000e+00	1
STK19	0.0000e+00	134
STK19	1.0000e+00	54
STK19	2.0000e+00	26
STK19	3.0000e+00	7
STK19	4.0000e+00	7
STK19	5.0000e+00	3
STK19	8.0000e+00	1
STK19	9.0000e+00	2
STK19	1.4000e+01	1
STK24	0.0000e+00	118
STK24	1.0000e+00	36
STK24	2.0000e+00	19
STK24	3.0000e+00	7
STK24	4.0000e+00	4
STK24	5.0000e+00	1
STK24	7.0000e+00	1
STK24	8.0000e+00	1
STK24	9.0000e+00	3
STK24	1.3000e+01	1
STK25	0.0000e+00	146
STK25	1.0000e+00	52
STK25	2.0000e+00	19
STK25	3.0000e+00	15
STK25	4.0000e+00	9
STK25	5.0000e+00	3
STK25	6.0000e+00	1
STK25	7.0000e+00	1
STK3	0.0000e+00	133
STK3	1.0000e+00	52
STK3	2.0000e+00	18
STK3	3.0000e+00	14
STK3	5.0000e+00	2
STK3	6.0000e+00	1
STK3	9.0000e+00	1
STK31	0.0000e+00	291
STK31	1.0000e+00	116
STK31	2.0000e+00	52
STK31	3.0000e+00	28
STK31	4.0000e+00	15
STK31	5.0000e+00	10
STK31	6.0000e+00	8
STK31	7.0000e+00	3
STK31	8.0000e+00	4
STK31	9.0000e+00	2
STK31	1.0000e+01	2
STK31	1.4000e+01	2
STK31	1.5000e+01	3
STK31	1.6000e+01	1
STK32A	0.0000e+00	130
STK32A	1.0000e+00	41
STK32A	2.0000e+00	32
STK32A	3.0000e+00	11
STK32A	4.0000e+00	4
STK32A	5.0000e+00	7
STK32A	6.0000e+00	1
STK32A	1.0000e+01	1
STK32A	1.1000e+01	1
STK32B	0.0000e+00	175
STK32B	1.0000e+00	63
STK32B	2.0000e+00	37
STK32B	3.0000e+00	25
STK32B	4.0000e+00	5
STK32B	5.0000e+00	4
STK32B	6.0000e+00	1
STK32B	7.0000e+00	2
STK32B	8.0000e+00	1
STK32B	1.5000e+01	1
STK32C	0.0000e+00	214
STK32C	1.0000e+00	80
STK32C	2.0000e+00	46
STK32C	3.0000e+00	26
STK32C	4.0000e+00	13
STK32C	5.0000e+00	2
STK32C	6.0000e+00	4
STK32C	7.0000e+00	5
STK32C	8.0000e+00	5
STK32C	9.0000e+00	1
STK32C	1.1000e+01	1
STK32C	1.2000e+01	1
STK32C	1.4000e+01	1
STK32C	1.5000e+01	5
STK32C	1.6000e+01	3
STK33	0.0000e+00	141
STK33	1.0000e+00	65
STK33	2.0000e+00	19
STK33	3.0000e+00	19
STK33	4.0000e+00	10
STK33	5.0000e+00	4
STK33	6.0000e+00	4
STK33	7.0000e+00	2
STK33	8.0000e+00	2
STK33	1.2000e+01	1
STK33	1.5000e+01	2
STK35	0.0000e+00	107
STK35	1.0000e+00	57
STK35	2.0000e+00	15
STK35	3.0000e+00	9
STK35	4.0000e+00	5
STK35	5.0000e+00	1
STK35	6.0000e+00	1
STK35	8.0000e+00	1
STK35	1.5000e+01	1
STK36	0.0000e+00	388
STK36	1.0000e+00	158
STK36	2.0000e+00	69
STK36	3.0000e+00	55
STK36	4.0000e+00	20
STK36	5.0000e+00	18
STK36	6.0000e+00	7
STK36	7.0000e+00	4
STK36	8.0000e+00	4
STK36	9.0000e+00	3
STK36	1.0000e+01	2
STK36	1.1000e+01	5
STK36	1.3000e+01	2
STK36	1.4000e+01	1
STK36	1.6000e+01	2
STK38	0.0000e+00	116
STK38	1.0000e+00	39
STK38	2.0000e+00	21
STK38	3.0000e+00	1
STK38	4.0000e+00	4
STK38	5.0000e+00	1
STK38L	0.0000e+00	82
STK38L	1.0000e+00	28
STK38L	2.0000e+00	14
STK38L	3.0000e+00	2
STK38L	4.0000e+00	2
STK38L	5.0000e+00	1
STK39	0.0000e+00	111
STK39	1.0000e+00	34
STK39	2.0000e+00	20
STK39	3.0000e+00	5
STK39	4.0000e+00	3
STK39	5.0000e+00	4
STK39	1.1000e+01	1
STK4	0.0000e+00	131
STK4	1.0000e+00	58
STK4	2.0000e+00	21
STK4	3.0000e+00	5
STK4	4.0000e+00	4
STK4	5.0000e+00	4
STK4	6.0000e+00	2
STK4	8.0000e+00	1
STK4	1.0000e+01	2
STK4	1.6000e+01	1
STK40	0.0000e+00	129
STK40	1.0000e+00	61
STK40	2.0000e+00	28
STK40	3.0000e+00	20
STK40	4.0000e+00	8
STK40	5.0000e+00	5
STK40	6.0000e+00	2
STK40	1.5000e+01	1
STMN1	0.0000e+00	42
STMN1	1.0000e+00	6
STMN1	2.0000e+00	5
STMN1	3.0000e+00	2
STMN1	4.0000e+00	1
STMN1	5.0000e+00	1
STMN1	6.0000e+00	1
STMN1	7.0000e+00	1
STMN1	1.0000e+01	1
STMN2	0.0000e+00	44
STMN2	1.0000e+00	4
STMN2	2.0000e+00	2
STMN2	3.0000e+00	5
STMN2	4.0000e+00	1
STMN3	0.0000e+00	42
STMN3	1.0000e+00	14
STMN3	2.0000e+00	11
STMN3	3.0000e+00	5
STMN4	0.0000e+00	80
STMN4	1.0000e+00	23
STMN4	2.0000e+00	10
STMN4	3.0000e+00	6
STMN4	4.0000e+00	3
STMN4	5.0000e+00	1
STMN4	7.0000e+00	1
STMN4	1.0000e+01	1
STMND1	0.0000e+00	61
STMND1	1.0000e+00	37
STMND1	2.0000e+00	15
STMND1	3.0000e+00	6
STMND1	4.0000e+00	4
STMND1	5.0000e+00	5
STMND1	7.0000e+00	1
STOM	0.0000e+00	79
STOM	1.0000e+00	21
STOM	2.0000e+00	11
STOM	3.0000e+00	4
STOM	4.0000e+00	1
STOM	5.0000e+00	1
STOM	6.0000e+00	2
STOM	8.0000e+00	1
STOM	1.2000e+01	1
STOML1	0.0000e+00	93
STOML1	1.0000e+00	53
STOML1	2.0000e+00	28
STOML1	3.0000e+00	15
STOML1	4.0000e+00	8
STOML1	5.0000e+00	2
STOML1	6.0000e+00	3
STOML1	7.0000e+00	1
STOML2	0.0000e+00	99
STOML2	1.0000e+00	38
STOML2	2.0000e+00	17
STOML2	3.0000e+00	4
STOML2	4.0000e+00	3
STOML2	5.0000e+00	2
STOML2	7.0000e+00	1
STOML2	8.0000e+00	1
STOML2	9.0000e+00	1
STOML3	0.0000e+00	116
STOML3	1.0000e+00	41
STOML3	2.0000e+00	28
STOML3	3.0000e+00	14
STOML3	4.0000e+00	10
STOML3	5.0000e+00	5
STOML3	6.0000e+00	2
STOML3	7.0000e+00	3
STOML3	8.0000e+00	1
STOML3	1.1000e+01	1
STON1	0.0000e+00	7
STON1	1.0000e+00	5
STON1	2.0000e+00	1
STON1	3.0000e+00	1
STON1	6.0000e+00	1
STON1	8.0000e+00	1
STON1-GTF2A1L	0.0000e+00	486
STON1-GTF2A1L	1.0000e+00	185
STON1-GTF2A1L	2.0000e+00	100
STON1-GTF2A1L	3.0000e+00	50
STON1-GTF2A1L	4.0000e+00	21
STON1-GTF2A1L	5.0000e+00	9
STON1-GTF2A1L	6.0000e+00	12
STON1-GTF2A1L	7.0000e+00	4
STON1-GTF2A1L	8.0000e+00	7
STON1-GTF2A1L	9.0000e+00	1
STON1-GTF2A1L	1.0000e+01	2
STON1-GTF2A1L	1.1000e+01	1
STON1-GTF2A1L	1.3000e+01	1
STON1-GTF2A1L	1.5000e+01	2
STON1-GTF2A1L	1.6000e+01	2
STON2	0.0000e+00	307
STON2	1.0000e+00	119
STON2	2.0000e+00	58
STON2	3.0000e+00	40
STON2	4.0000e+00	17
STON2	5.0000e+00	12
STON2	6.0000e+00	5
STON2	7.0000e+00	2
STON2	8.0000e+00	3
STON2	9.0000e+00	2
STON2	1.0000e+01	1
STON2	1.1000e+01	1
STON2	1.3000e+01	2
STON2	1.4000e+01	1
STON2	1.7000e+01	2
STOX1	0.0000e+00	278
STOX1	1.0000e+00	111
STOX1	2.0000e+00	51
STOX1	3.0000e+00	32
STOX1	4.0000e+00	15
STOX1	5.0000e+00	6
STOX1	6.0000e+00	3
STOX1	7.0000e+00	6
STOX1	8.0000e+00	3
STOX1	9.0000e+00	4
STOX1	1.0000e+01	3
STOX1	1.5000e+01	1
STOX1	1.7000e+01	1
STOX2	0.0000e+00	253
STOX2	1.0000e+00	104
STOX2	2.0000e+00	51
STOX2	3.0000e+00	24
STOX2	4.0000e+00	17
STOX2	5.0000e+00	4
STOX2	6.0000e+00	2
STOX2	7.0000e+00	4
STOX2	8.0000e+00	2
STOX2	9.0000e+00	1
STOX2	1.0000e+01	1
STOX2	1.2000e+01	1
STPG1	0.0000e+00	114
STPG1	1.0000e+00	46
STPG1	2.0000e+00	32
STPG1	3.0000e+00	22
STPG1	4.0000e+00	8
STPG1	5.0000e+00	4
STPG1	6.0000e+00	3
STPG1	7.0000e+00	4
STPG1	8.0000e+00	1
STPG1	9.0000e+00	2
STPG1	1.4000e+01	1
STPG1	1.5000e+01	1
STPG1	1.6000e+01	1
STPG2	0.0000e+00	170
STPG2	1.0000e+00	59
STPG2	2.0000e+00	34
STPG2	3.0000e+00	18
STPG2	4.0000e+00	10
STPG2	5.0000e+00	10
STPG2	6.0000e+00	4
STPG2	7.0000e+00	2
STPG2	8.0000e+00	2
STPG2	9.0000e+00	1
STPG2	1.0000e+01	1
STPG2	1.1000e+01	1
STPG2	1.2000e+01	1
STPG2	1.3000e+01	1
STPG2	1.6000e+01	2
STRA13	0.0000e+00	45
STRA13	1.0000e+00	33
STRA13	2.0000e+00	19
STRA13	3.0000e+00	10
STRA13	4.0000e+00	4
STRA13	5.0000e+00	1
STRA13	6.0000e+00	1
STRA13	7.0000e+00	1
STRA13	9.0000e+00	2
STRA13	1.0000e+01	1
STRA6	0.0000e+00	228
STRA6	1.0000e+00	96
STRA6	2.0000e+00	47
STRA6	3.0000e+00	33
STRA6	4.0000e+00	12
STRA6	5.0000e+00	6
STRA6	6.0000e+00	6
STRA6	7.0000e+00	4
STRA6	8.0000e+00	3
STRA6	9.0000e+00	3
STRA6	1.0000e+01	1
STRA6	1.4000e+01	1
STRA6	1.5000e+01	1
STRA8	0.0000e+00	89
STRA8	1.0000e+00	44
STRA8	2.0000e+00	12
STRA8	3.0000e+00	7
STRA8	4.0000e+00	1
STRA8	5.0000e+00	2
STRA8	6.0000e+00	3
STRADA	0.0000e+00	124
STRADA	1.0000e+00	61
STRADA	2.0000e+00	30
STRADA	3.0000e+00	12
STRADA	4.0000e+00	12
STRADA	6.0000e+00	2
STRADA	7.0000e+00	1
STRADA	8.0000e+00	1
STRADB	0.0000e+00	114
STRADB	1.0000e+00	37
STRADB	2.0000e+00	18
STRADB	3.0000e+00	6
STRADB	4.0000e+00	5
STRADB	5.0000e+00	1
STRADB	6.0000e+00	1
STRAP	0.0000e+00	84
STRAP	1.0000e+00	16
STRAP	2.0000e+00	17
STRAP	3.0000e+00	2
STRAP	5.0000e+00	1
STRAP	6.0000e+00	2
STRAP	9.0000e+00	1
STRBP	0.0000e+00	127
STRBP	1.0000e+00	34
STRBP	2.0000e+00	9
STRBP	3.0000e+00	8
STRBP	4.0000e+00	3
STRBP	6.0000e+00	1
STRBP	1.1000e+01	1
STRC	0.0000e+00	222
STRC	1.0000e+00	110
STRC	2.0000e+00	61
STRC	3.0000e+00	27
STRC	4.0000e+00	26
STRC	5.0000e+00	9
STRC	6.0000e+00	5
STRC	7.0000e+00	4
STRC	8.0000e+00	2
STRC	1.0000e+01	1
STRC	1.3000e+01	1
STRC	1.4000e+01	2
STRIP1	0.0000e+00	207
STRIP1	1.0000e+00	82
STRIP1	2.0000e+00	42
STRIP1	3.0000e+00	23
STRIP1	4.0000e+00	6
STRIP1	5.0000e+00	3
STRIP1	6.0000e+00	1
STRIP1	7.0000e+00	1
STRIP2	0.0000e+00	239
STRIP2	1.0000e+00	104
STRIP2	2.0000e+00	56
STRIP2	3.0000e+00	23
STRIP2	4.0000e+00	10
STRIP2	5.0000e+00	2
STRIP2	6.0000e+00	3
STRIP2	7.0000e+00	3
STRIP2	8.0000e+00	2
STRIP2	1.2000e+01	2
STRN	0.0000e+00	228
STRN	1.0000e+00	78
STRN	2.0000e+00	36
STRN	3.0000e+00	14
STRN	4.0000e+00	9
STRN	5.0000e+00	4
STRN	6.0000e+00	2
STRN	1.1000e+01	2
STRN3	0.0000e+00	221
STRN3	1.0000e+00	90
STRN3	2.0000e+00	34
STRN3	3.0000e+00	16
STRN3	4.0000e+00	12
STRN3	6.0000e+00	3
STRN3	8.0000e+00	1
STRN3	9.0000e+00	1
STRN3	1.3000e+01	1
STRN3	1.6000e+01	1
STRN4	0.0000e+00	195
STRN4	1.0000e+00	92
STRN4	2.0000e+00	53
STRN4	3.0000e+00	17
STRN4	4.0000e+00	11
STRN4	5.0000e+00	8
STRN4	6.0000e+00	2
STRN4	7.0000e+00	1
STRN4	8.0000e+00	1
STRN4	1.1000e+01	1
STS	0.0000e+00	104
STS	1.0000e+00	34
STS	2.0000e+00	27
STS	3.0000e+00	10
STS	4.0000e+00	9
STS	5.0000e+00	7
STS	6.0000e+00	5
STS	7.0000e+00	2
STS	1.0000e+01	1
STT3A	0.0000e+00	145
STT3A	1.0000e+00	52
STT3A	2.0000e+00	17
STT3A	3.0000e+00	10
STT3A	4.0000e+00	3
STT3A	5.0000e+00	1
STT3A	1.6000e+01	1
STT3B	0.0000e+00	144
STT3B	1.0000e+00	32
STT3B	2.0000e+00	28
STT3B	3.0000e+00	6
STT3B	4.0000e+00	1
STT3B	5.0000e+00	1
STT3B	6.0000e+00	1
STUB1	0.0000e+00	112
STUB1	1.0000e+00	37
STUB1	2.0000e+00	13
STUB1	3.0000e+00	7
STUB1	4.0000e+00	3
STUB1	5.0000e+00	2
STUB1	6.0000e+00	1
STUB1	7.0000e+00	1
STUB1	8.0000e+00	1
STUB1	9.0000e+00	1
STUB1	1.6000e+01	1
STX10	0.0000e+00	115
STX10	1.0000e+00	52
STX10	2.0000e+00	21
STX10	3.0000e+00	18
STX10	4.0000e+00	6
STX10	5.0000e+00	4
STX10	6.0000e+00	1
STX10	7.0000e+00	5
STX10	8.0000e+00	1
STX11	0.0000e+00	132
STX11	1.0000e+00	57
STX11	2.0000e+00	15
STX11	3.0000e+00	10
STX11	4.0000e+00	3
STX11	5.0000e+00	4
STX11	6.0000e+00	1
STX11	7.0000e+00	3
STX11	8.0000e+00	1
STX11	1.0000e+01	2
STX11	1.1000e+01	1
STX12	0.0000e+00	75
STX12	1.0000e+00	39
STX12	2.0000e+00	10
STX12	3.0000e+00	5
STX12	4.0000e+00	4
STX12	6.0000e+00	1
STX16	0.0000e+00	82
STX16	1.0000e+00	48
STX16	2.0000e+00	20
STX16	3.0000e+00	8
STX16	4.0000e+00	8
STX16	5.0000e+00	2
STX16	7.0000e+00	2
STX16	8.0000e+00	1
STX16	9.0000e+00	2
STX16	1.2000e+01	1
STX17	0.0000e+00	96
STX17	1.0000e+00	29
STX17	2.0000e+00	12
STX17	3.0000e+00	4
STX17	4.0000e+00	4
STX17	5.0000e+00	3
STX17	6.0000e+00	2
STX17	7.0000e+00	2
STX17	9.0000e+00	1
STX17	1.4000e+01	1
STX18	0.0000e+00	95
STX18	1.0000e+00	42
STX18	2.0000e+00	23
STX18	3.0000e+00	13
STX18	4.0000e+00	4
STX18	5.0000e+00	3
STX18	6.0000e+00	2
STX18	7.0000e+00	1
STX18	9.0000e+00	1
STX18	1.3000e+01	2
STX19	0.0000e+00	111
STX19	1.0000e+00	48
STX19	2.0000e+00	9
STX19	3.0000e+00	11
STX19	4.0000e+00	6
STX19	5.0000e+00	2
STX19	6.0000e+00	2
STX19	7.0000e+00	1
STX19	8.0000e+00	1
STX1A	0.0000e+00	94
STX1A	1.0000e+00	43
STX1A	2.0000e+00	10
STX1A	3.0000e+00	8
STX1A	4.0000e+00	2
STX1A	5.0000e+00	4
STX1A	1.4000e+01	1
STX1B	0.0000e+00	54
STX1B	1.0000e+00	17
STX1B	2.0000e+00	7
STX1B	3.0000e+00	4
STX1B	5.0000e+00	1
STX2	0.0000e+00	113
STX2	1.0000e+00	32
STX2	2.0000e+00	23
STX2	3.0000e+00	7
STX2	4.0000e+00	5
STX2	5.0000e+00	7
STX2	6.0000e+00	1
STX2	7.0000e+00	2
STX2	9.0000e+00	1
STX2	1.1000e+01	1
STX2	1.2000e+01	1
STX2	1.7000e+01	1
STX3	0.0000e+00	102
STX3	1.0000e+00	46
STX3	2.0000e+00	28
STX3	3.0000e+00	15
STX3	4.0000e+00	4
STX3	5.0000e+00	5
STX3	6.0000e+00	3
STX3	8.0000e+00	3
STX3	9.0000e+00	1
STX4	0.0000e+00	120
STX4	1.0000e+00	43
STX4	2.0000e+00	22
STX4	3.0000e+00	10
STX4	4.0000e+00	7
STX4	5.0000e+00	3
STX4	6.0000e+00	2
STX4	8.0000e+00	1
STX5	0.0000e+00	115
STX5	1.0000e+00	48
STX5	2.0000e+00	19
STX5	3.0000e+00	12
STX5	4.0000e+00	9
STX5	5.0000e+00	5
STX5	6.0000e+00	3
STX5	7.0000e+00	1
STX5	8.0000e+00	1
STX6	0.0000e+00	83
STX6	1.0000e+00	27
STX6	2.0000e+00	17
STX6	3.0000e+00	13
STX6	4.0000e+00	7
STX6	5.0000e+00	2
STX6	6.0000e+00	1
STX7	0.0000e+00	77
STX7	1.0000e+00	30
STX7	2.0000e+00	12
STX7	3.0000e+00	4
STX7	4.0000e+00	4
STX7	7.0000e+00	1
STX8	0.0000e+00	94
STX8	1.0000e+00	39
STX8	2.0000e+00	17
STX8	3.0000e+00	8
STX8	4.0000e+00	5
STX8	5.0000e+00	4
STX8	6.0000e+00	1
STX8	7.0000e+00	1
STX8	9.0000e+00	1
STX8	1.1000e+01	1
STXBP1	0.0000e+00	91
STXBP1	1.0000e+00	24
STXBP1	2.0000e+00	10
STXBP1	3.0000e+00	3
STXBP1	4.0000e+00	1
STXBP1	5.0000e+00	1
STXBP1	7.0000e+00	2
STXBP2	0.0000e+00	198
STXBP2	1.0000e+00	104
STXBP2	2.0000e+00	39
STXBP2	3.0000e+00	19
STXBP2	4.0000e+00	18
STXBP2	5.0000e+00	4
STXBP2	6.0000e+00	7
STXBP2	7.0000e+00	3
STXBP2	8.0000e+00	1
STXBP2	9.0000e+00	2
STXBP2	1.0000e+01	2
STXBP2	1.1000e+01	1
STXBP2	1.7000e+01	1
STXBP3	0.0000e+00	143
STXBP3	1.0000e+00	56
STXBP3	2.0000e+00	19
STXBP3	3.0000e+00	11
STXBP3	4.0000e+00	6
STXBP3	5.0000e+00	2
STXBP3	6.0000e+00	3
STXBP3	7.0000e+00	1
STXBP3	1.0000e+01	1
STXBP4	0.0000e+00	157
STXBP4	1.0000e+00	64
STXBP4	2.0000e+00	38
STXBP4	3.0000e+00	21
STXBP4	4.0000e+00	7
STXBP4	5.0000e+00	3
STXBP4	6.0000e+00	2
STXBP4	7.0000e+00	1
STXBP4	1.1000e+01	1
STXBP4	1.7000e+01	2
STXBP5	0.0000e+00	259
STXBP5	1.0000e+00	99
STXBP5	2.0000e+00	39
STXBP5	3.0000e+00	15
STXBP5	4.0000e+00	12
STXBP5	5.0000e+00	1
STXBP5	6.0000e+00	2
STXBP5	7.0000e+00	2
STXBP5	8.0000e+00	1
STXBP5	9.0000e+00	2
STXBP5	1.6000e+01	1
STXBP5L	0.0000e+00	312
STXBP5L	1.0000e+00	125
STXBP5L	2.0000e+00	59
STXBP5L	3.0000e+00	27
STXBP5L	4.0000e+00	18
STXBP5L	5.0000e+00	3
STXBP5L	6.0000e+00	3
STXBP5L	7.0000e+00	5
STXBP5L	8.0000e+00	1
STXBP5L	9.0000e+00	1
STXBP5L	1.0000e+01	1
STXBP5L	1.3000e+01	1
STXBP5L	1.4000e+01	1
STXBP5L	1.5000e+01	1
STXBP6	0.0000e+00	76
STXBP6	1.0000e+00	32
STXBP6	2.0000e+00	17
STXBP6	3.0000e+00	9
STXBP6	4.0000e+00	2
STXBP6	7.0000e+00	1
STYK1	0.0000e+00	147
STYK1	1.0000e+00	56
STYK1	2.0000e+00	27
STYK1	3.0000e+00	16
STYK1	4.0000e+00	13
STYK1	5.0000e+00	6
STYK1	6.0000e+00	3
STYK1	7.0000e+00	1
STYK1	8.0000e+00	1
STYK1	9.0000e+00	1
STYK1	1.7000e+01	1
STYX	0.0000e+00	52
STYX	1.0000e+00	16
STYX	2.0000e+00	5
STYX	3.0000e+00	4
STYX	6.0000e+00	3
STYXL1	0.0000e+00	105
STYXL1	1.0000e+00	41
STYXL1	2.0000e+00	29
STYXL1	3.0000e+00	12
STYXL1	4.0000e+00	3
STYXL1	5.0000e+00	1
STYXL1	6.0000e+00	3
STYXL1	7.0000e+00	1
STYXL1	8.0000e+00	1
STYXL1	9.0000e+00	1
STYXL1	1.2000e+01	1
SUB1	0.0000e+00	25
SUB1	1.0000e+00	9
SUB1	2.0000e+00	1
SUCLA2	0.0000e+00	141
SUCLA2	1.0000e+00	53
SUCLA2	2.0000e+00	17
SUCLA2	3.0000e+00	12
SUCLA2	4.0000e+00	5
SUCLA2	5.0000e+00	1
SUCLA2	6.0000e+00	3
SUCLA2	7.0000e+00	3
SUCLA2	8.0000e+00	2
SUCLA2	9.0000e+00	1
SUCLA2	1.0000e+01	1
SUCLA2	1.2000e+01	1
SUCLA2	1.7000e+01	1
SUCLG1	0.0000e+00	104
SUCLG1	1.0000e+00	50
SUCLG1	2.0000e+00	29
SUCLG1	3.0000e+00	14
SUCLG1	4.0000e+00	9
SUCLG1	5.0000e+00	3
SUCLG1	6.0000e+00	3
SUCLG2	0.0000e+00	176
SUCLG2	1.0000e+00	68
SUCLG2	2.0000e+00	27
SUCLG2	3.0000e+00	27
SUCLG2	4.0000e+00	8
SUCLG2	5.0000e+00	7
SUCLG2	6.0000e+00	4
SUCLG2	7.0000e+00	2
SUCLG2	9.0000e+00	2
SUCLG2	1.0000e+01	2
SUCLG2	1.1000e+01	1
SUCLG2	1.4000e+01	2
SUCLG2	1.5000e+01	1
SUCNR1	0.0000e+00	112
SUCNR1	1.0000e+00	38
SUCNR1	2.0000e+00	24
SUCNR1	3.0000e+00	7
SUCNR1	4.0000e+00	10
SUCNR1	5.0000e+00	2
SUCNR1	7.0000e+00	1
SUCO	0.0000e+00	419
SUCO	1.0000e+00	172
SUCO	2.0000e+00	62
SUCO	3.0000e+00	36
SUCO	4.0000e+00	15
SUCO	5.0000e+00	13
SUCO	6.0000e+00	5
SUCO	7.0000e+00	3
SUCO	8.0000e+00	2
SUCO	9.0000e+00	1
SUCO	1.0000e+01	1
SUCO	1.1000e+01	1
SUCO	1.4000e+01	1
SUCO	1.5000e+01	1
SUDS3	0.0000e+00	71
SUDS3	1.0000e+00	31
SUDS3	2.0000e+00	6
SUDS3	3.0000e+00	2
SUDS3	4.0000e+00	1
SUDS3	7.0000e+00	1
SUDS3	8.0000e+00	1
SUFU	0.0000e+00	110
SUFU	1.0000e+00	58
SUFU	2.0000e+00	21
SUFU	3.0000e+00	11
SUFU	4.0000e+00	8
SUFU	5.0000e+00	5
SUFU	6.0000e+00	2
SUFU	8.0000e+00	1
SUFU	1.0000e+01	1
SUGCT	0.0000e+00	171
SUGCT	1.0000e+00	72
SUGCT	2.0000e+00	38
SUGCT	3.0000e+00	22
SUGCT	4.0000e+00	12
SUGCT	5.0000e+00	9
SUGCT	6.0000e+00	1
SUGCT	8.0000e+00	2
SUGCT	9.0000e+00	1
SUGCT	1.0000e+01	2
SUGCT	1.1000e+01	1
SUGP1	0.0000e+00	227
SUGP1	1.0000e+00	65
SUGP1	2.0000e+00	48
SUGP1	3.0000e+00	20
SUGP1	4.0000e+00	6
SUGP1	5.0000e+00	5
SUGP1	6.0000e+00	1
SUGP1	8.0000e+00	1
SUGP1	1.1000e+01	1
SUGP1	1.4000e+01	1
SUGP2	0.0000e+00	352
SUGP2	1.0000e+00	136
SUGP2	2.0000e+00	70
SUGP2	3.0000e+00	35
SUGP2	4.0000e+00	20
SUGP2	5.0000e+00	10
